name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating
Dark Summit	PS2	2001	Sports	THQ	110000	80000	0	30000	6.7	11	NA	NA	Radical Entertainment	T
Angry Birds Star Wars	PS4	2013	Strategy	Activision	100000	80000	0	40000	4.7	5	2	87	Exient Entertainment	E
Hot Shots Tennis: Get a Grip	PSP	2010	Sports	Sony Computer Entertainment	70000	0	130000	10000	8	27	8	17	Clap Hanz	E
MySims Party	Weii	2009	Simulation	Electronic Arts	170000	20000	0	20000	5.6	16	NA	NA	EA Games	E
Star Wars: The Force Unleashed II	DS	2010	Action	LucasArts	170000	30000	0	20000	4.3	5	4	5	LucasArts	T
The Dukes of Hazzard: Return of the General Lee	PS2	2004	Racing	Ubisoft	110000	80000	0	30000	5.2	17	6.8	8	Ratbag	E
Namco Museum: 50th Anniversary	GC	2005	Misc	Namco Bandai Games	170000	40000	0	10000	6	23	NA	NA	Backbone Vancouver	E10+
Crash 'N' Burn	PS2	2004	Racing	Eidos Interactive	110000	80000	0	30000	6.3	17	8	7	Climax Group	T
NBA	PSP	2005	Sports	Sony Computer Entertainment	200000	0	0	20000	5.7	25	6.9	14	989 Sports	E
Teenage Mutant Ninja Turtles: Smash-Up	PS2	2009	Fighting	Ubisoft	110000	80000	0	30000	NA	NA	8.4	12	Game Arts	E10+
Big League Sports	X360	2011	Sports	Activision	180000	10000	0	20000	NA	NA	NA	NA	Activision	E
Petz Rescue: Wildlife Vet	Weii	2008	Simulation	Ubisoft	200000	0	0	20000	NA	NA	NA	NA	"Lexis Numerique, Virtual Toys"	E
Armored Core V	X360	2012	Simulation	Namco Bandai Games	130000	30000	40000	10000	6.8	37	7.2	37	From Software	T
College Hoops 2K7	X360	2006	Sports	Take-Two Interactive	200000	0	0	20000	8.2	22	8.2	12	2K Sports	E
Bratz: Forever Diamondz	GC	2006	Adventure	THQ	170000	40000	0	10000	NA	NA	NA	NA	Blitz Games	E
NCAA March Madness 08	X360	2007	Sports	Electronic Arts	200000	0	0	20000	6.9	22	NA	NA	EA Canada	E
Rampage: Total Destruction	Weii	2006	Action	Midway Games	190000	10000	0	20000	4.6	21	5.6	19	"Pipeworks Software, Inc."	E10+
The Bard's Tale	PS2	2004	Role-Playing	Ubisoft	100000	80000	0	30000	7.6	44	8.6	14	InXile Entertainment	T
Conflict Zone	PS2	2002	Strategy	Ubisoft	100000	80000	0	30000	4.7	7	7.4	8	MASA Group	T
Petz: Horse Club	Weii	2008	Misc	Ubisoft	200000	0	0	20000	NA	NA	NA	NA	Phoenix Interactive Entertainment	E
Code Name: S.T.E.A.M.	3DS	2015	Strategy	Ninti	140000	50000	10000	20000	6.9	69	7.7	125	Intelligent Systems	T
The Bureau: XCOM Declassified	X360	2013	Shooter	Take-Two Interactive	100000	100000	0	20000	6.8	30	6.7	118	2K Marin	M
Star Wars: Battlefront	PC	2004	Shooter	LucasArts	70000	130000	0	20000	7.2	19	3.5	1509	EA DICE	T
Harry Potter and the Deathly Hallows - Part 2	DS	2011	Action	Electronic Arts	100000	90000	0	20000	5.5	5	NA	NA	Full Fat	E10+
Puss in Boots	Weii	2011	Action	THQ	190000	10000	0	10000	NA	NA	NA	NA	Blitz Games	E10+
NHL 2K6	XB	2005	Sports	Take-Two Interactive	160000	50000	0	10000	8.3	32	7.5	26	2K Sports	E10+
Hannah Montana: The Movie	X360	2009	Adventure	Disney Interactive Studios	140000	50000	0	20000	2.5	4	3.8	48	n-Space	E
Tenchu: Return From Darkness	XB	2004	Action	Activision	160000	50000	0	10000	7	55	7	6	K2 LLC	M
World Poker Tour	PS2	2005	Misc	Take-Two Interactive	100000	80000	0	30000	6	17	8.6	5	Coresoft	T
Neo Contra	PS2	2004	Shooter	Konami Digital Entertainment	100000	80000	0	30000	6.5	37	7.1	8	KCET	M
MVP Baseball	PSP	2005	Sports	Electronic Arts	200000	0	0	20000	6.7	21	7.7	16	EA Canada	E
Where's Waldo? The Fantastic Journey	DS	2009	Adventure	Ubisoft	200000	0	0	20000	NA	NA	8.9	8	Classic Media Distribution Limited	E
Tony Hawk's American Sk8land	DS	2005	Sports	Activision	190000	0	0	20000	8.4	31	8.7	55	Vicarious Visions	E
LEGO Ninjago: Shadow of Ronin	3DS	2015	Action	Warner Bros. Interactive Entertainment	50000	110000	40000	10000	NA	NA	NA	NA	TT Fusion	E10+
Viewtiful Joe 2	PS2	2004	Action	Capcom	100000	80000	0	30000	8.5	29	7.7	17	Clover Studio	T
The BIGS 2	X360	2009	Sports	Take-Two Interactive	190000	10000	0	20000	7.6	31	6.2	35	Blue Castle Games	E10+
Quake III: Revolution	PS2	2001	Shooter	Electronic Arts	100000	80000	0	30000	8.4	18	7.2	11	Bullfrog Productions	M
Pac-Man World 3	PS2	2005	Platform	Namco Bandai Games	100000	80000	0	30000	6.3	22	5.2	13	Blitz Games	E
50 Cent: Blood on the Sand	X360	2009	Shooter	THQ	120000	70000	0	20000	7.1	54	6.4	64	Swordfish Studios	M
Imagine: Boutique Owner	DS	2009	Simulation	Ubisoft	200000	0	0	10000	NA	NA	NA	NA	Creative Patterns	E
Dragon Ball: Fusions	3DS	2016	Role-Playing	Namco Bandai Games	20000	0	190000	0	6.8	12	7.6	16	Ganbarion	T
Madden NFL 07	DS	2006	Sports	Electronic Arts	200000	0	0	20000	7	9	6.5	10	Exient Entertainment	E
HBO Boxing	PS	2000	Fighting	Acclaim Entertainment	120000	80000	0	10000	2.6	7	4	5	Osiris Studios	E
Darkwatch	XB	2005	Shooter	Ubisoft	160000	50000	0	10000	7.5	43	8.1	21	High Moon Studios	M
Disgaea D2: A Brighter Darkness	PS3	2013	Role-Playing	Nippon Ichi Software	90000	0	100000	20000	7.4	37	8.1	61	Nippon Ichi Software	T
Maximo vs Army of Zin	PS2	2003	Platform	Capcom	100000	80000	0	30000	8.3	46	7.8	13	Capcom	T
Bratz: Girlz Really Rock	Weii	2008	Action	THQ	190000	0	0	20000	NA	NA	NA	NA	Blitz Games	E
Assassin's Creed Syndicate	PC	2015	Action	Ubisoft	110000	90000	0	20000	7.4	14	5.9	544	Ubisoft Quebec	M
The Chronicles of Narnia: Prince Caspian	DS	2008	Action	Disney Interactive Studios	190000	10000	0	20000	5.4	12	NA	NA	Fall Line Studio	E10+
Summoner 2	PS2	2002	Role-Playing	THQ	100000	80000	0	30000	7.6	20	8.3	22	Volition Inc.	T
Shadow of Destiny	PS2	2001	Adventure	Konami Digital Entertainment	90000	70000	30000	20000	7.8	18	8.2	19	Konami	T
Ninja Gaiden: Dragon Sword	DS	2008	Action	Tecmo Koei	160000	10000	20000	20000	8.3	52	7.8	36	Team Ninja	T
Brunswick Pro Bowling	PSP	2007	Sports	505 Games	190000	0	0	20000	NA	NA	7.3	4	Point of View	E
World of Final Fantasy	PSV	2016	Role-Playing	Square Enix	40000	60000	80000	30000	7.7	5	8.6	46	Square Enix	E10+
Danganronpa Another Episode: Ultra Despair Girls	PSV	2014	Action	Nippon Ichi Software	60000	10000	120000	20000	7.2	35	8.4	77	Spike Chunsoft	M
Pro Evolution Soccer 2012	Weii	2011	Action	Konami Digital Entertainment	80000	80000	30000	20000	7.9	9	7	12	Konami	E
The Legend of Spyro: The Eternal Night	Weii	2007	Platform	Vivendi Games	180000	20000	0	20000	6	8	6.4	15	Krome Studios	E10+
Cursed Mountain	Weii	2009	Adventure	Deep Silver	90000	100000	0	20000	6.7	51	7.6	33	"Deep Silver, Sproing Interactive Media, Sproing"	M
Age of Empires: Mythologies	DS	2008	Strategy	THQ	160000	30000	0	20000	7.8	28	6.9	20	Griptonite Games	E10+
Bionicle	GC	2003	Action	Electronic Arts	160000	40000	0	10000	4.7	5	4.2	5	Argonaut Games	E
Heroes of Ruin	3DS	2012	Role-Playing	Ninti	130000	70000	0	20000	6.9	53	7.4	50	n-Space	T
A Boy and His Blob	Weii	2009	Platform	Majesco Entertainment	180000	10000	0	10000	8	43	8.7	35	WayForward	E
Baja: Edge of Control	PS3	2008	Racing	THQ	100000	80000	0	30000	6.1	21	5	11	2XL Games	E
G.I. Joe: The Rise of Cobra	PS3	2009	Action	Electronic Arts	110000	70000	0	30000	4.3	32	4.8	13	Double Helix Games	T
UFC Undisputed 2010	PSP	2010	Fighting	THQ	110000	60000	0	40000	7.4	27	7	13	Yuke's	T
World Series of Poker	PSP	2005	Misc	Activision	190000	0	0	20000	3.7	6	6.4	20	Activision	E10+
Rayman Raving Rabbids	X360	2007	Misc	Ubisoft	180000	10000	0	20000	6.7	16	7.3	19	Ubisoft Montpellier	E
Deus Ex: The Conspiracy	PS2	2002	Action	Eidos Interactive	100000	80000	0	30000	8.1	25	8.9	49	Ion Storm	M
Unreal II: The Awakening	XB	2004	Shooter	Atari	170000	40000	0	10000	6.4	27	5.3	20	Tantalus Interactive	M
Rumble Racing	PS2	2001	Racing	Electronic Arts	100000	80000	0	30000	8.5	17	8.2	9	Electronic Arts	E
Spider-Man: Web of Shadows	PS2	2008	Action	Activision	100000	80000	0	30000	6.9	4	4.1	16	"Treyarch, Shaba Games"	E10+
Vampire Rain	X360	2007	Action	Microsoft Game Studios	180000	0	10000	10000	3.8	45	2.9	44	Artoon	M
Batman Begins	XB	2005	Action	Electronic Arts	160000	40000	0	10000	6.5	56	7.1	21	Eurocom Entertainment Software	T
NBA Live 15	XOne	2014	Sports	Electronic Arts	170000	20000	0	20000	5.3	9	6.8	53	EA Sports	E
JSRF: Jet Set Radio Future	XB	2002	Action	Sega	130000	40000	30000	10000	8.8	36	8.2	102	Smilebit	T
NHL Hitz 20-02	GC	2001	Sports	Midway Games	160000	40000	0	10000	7.9	13	8.7	7	Midway	E
NCAA Football 2003	GC	2002	Sports	Electronic Arts	160000	40000	0	10000	9.1	11	8.1	9	EA Sports	E
Hitman: HD Trilogy	PS3	2013	Action	Square Enix	70000	90000	0	40000	7.1	20	7.6	46	Io Interactive	M
Marvel Super Hero Squad	PSP	2009	Fighting	THQ	170000	10000	0	20000	5.1	7	NA	NA	THQ	E10+
J Stars Victory Vs.	PSV	2014	Fighting	Namco Bandai Games	0	30000	170000	10000	7.4	5	7.9	29	Bandai Namco Games	T
de Blob 2	PS3	2011	Platform	THQ	110000	70000	0	30000	7.4	50	7.1	34	Blue Tongue Entertainment	E10+
Greg Hastings Paintball 2	X360	2010	Shooter	Majesco Entertainment	190000	0	0	10000	NA	NA	8.3	7	Super X Studios	E10+
ESPN Winter X Games: Snowboarding 2002	PS2	2000	Sports	Konami Digital Entertainment	100000	80000	0	30000	6.4	14	7.9	8	Konami	T
Final Fantasy Fables: Chocobo's Dungeon	Weii	2007	Role-Playing	Square Enix	90000	0	110000	10000	7.6	34	8	20	h.a.n.d. Inc.	E10+
Project: Snowblind	PS2	2005	Action	Eidos Interactive	100000	80000	0	30000	7.8	54	8.3	23	Crystal Dynamics	T
Prison Break: The Conspiracy	X360	2010	Action	Deep Silver	70000	110000	0	20000	4	37	4.7	19	ZootFly	T
You Don't Know Jack	Weii	2011	Misc	THQ	190000	0	0	10000	8.1	5	7.7	6	"Jellyvision, Iron Galaxy Studios"	T
Mortal Kombat: Special Forces	PS	2000	Fighting	Midway Games	120000	80000	0	10000	2.8	7	2.4	17	Midway	M
Mega Man Legacy Collection	3DS	2016	Platform	Capcom	140000	0	50000	20000	7.7	27	7.1	26	Digital Eclipse	E
The Last Airbender	Weii	2010	Action	THQ	120000	70000	0	20000	5.3	4	6.6	5	THQ	T
Tony Hawk's Motion	DS	2008	Sports	Activision	190000	0	0	20000	3.9	11	NA	NA	Creat Studios	E
Disney's Planes	DS	2013	Simulation	Disney Interactive Studios	110000	80000	0	20000	NA	NA	NA	NA	TOSE	E
NCAA March Madness 07	X360	2007	Sports	Electronic Arts	190000	0	0	20000	6.7	33	7.1	15	EA Canada	E
Evil Dead: Regeneration	PS2	2005	Action	THQ	100000	80000	0	30000	6.8	26	8.5	8	Cranky Pants Games	M
NHL 2003	XB	2002	Sports	Electronic Arts	150000	40000	0	10000	8	12	7.9	12	EA Sports	E
Tiger Woods PGA Tour	PSP	2005	Sports	Electronic Arts	190000	0	0	20000	7.8	25	7.4	14	EA Canada	E
NHL 2K3	PS2	2002	Sports	Sega	100000	80000	0	30000	8.9	25	7.8	17	Treyarch	E
NCAA Football 10	PSP	2009	Sports	Electronic Arts	190000	0	0	20000	NA	NA	NA	NA	EA Tiburon	E
You Don't Know Jack	X360	2011	Misc	THQ	190000	0	0	10000	8.2	23	7.9	29	"Jellyvision, Iron Galaxy Studios"	T
Final Fight One	GBA	2001	Fighting	Ubisoft	90000	30000	80000	0	8.2	16	7.8	8	Sun-Tec	E
Tony Hawk's Pro Skater 5	PS4	2015	Sports	Activision	90000	80000	0	30000	3.2	43	1.5	427	Robomodo	T
MLB 10: The Show	PSP	2010	Sports	Sony Computer Entertainment	190000	0	0	20000	7.9	11	6.6	8	SCEA	E
Gallop Racer 2003: A New Breed	PS2	2002	Sports	Zoo Digital Publishing	40000	30000	120000	10000	6.8	16	8.5	15	Tecmo	E
Frogger 3D	3DS	2011	Action	Konami Digital Entertainment	160000	30000	0	10000	5.4	11	5.5	8	Alpha Unit	E
Blue Dragon Plus	DS	2008	Role-Playing	Ignition Entertainment	120000	30000	50000	10000	6.9	46	6.5	15	Brownie Brown	E
BeyBlade VForce: Super Tournament Battle	GC	2002	Action	Atari	160000	40000	0	10000	3.3	6	7.5	18	Takara	E
Dead to Rights: Retribution	X360	2010	Shooter	Namco Bandai Games	110000	80000	0	20000	6.1	64	7	34	Volatile Games	M
Discovery Kids: Pony Paradise	DS	2009	Simulation	505 Games	190000	0	0	10000	NA	NA	NA	NA	Gimagin Games	E
Dragon Ball Z: Sagas	GC	2005	Fighting	Atari	160000	40000	0	10000	4.8	11	6.6	11	Avalanche Software	T
X2: Wolverine's Revenge	XB	2003	Platform	Activision	150000	40000	0	10000	5.8	27	6.4	9	GenePool	T
Power Rangers: Wild Force	GBA	2002	Action	THQ	150000	50000	0	0	5.5	4	6.9	8	Natsume	E
Tenchu: Shadow Assassins	Weii	2008	Action	Ubisoft	150000	10000	30000	10000	7	35	7.8	24	Acquire	M
Barbie: Groom and Glam Pups	Weii	2010	Action	THQ	180000	20000	0	10000	NA	NA	NA	NA	Game Machine Studios	E
Lost Planet 3	PS3	2013	Shooter	Capcom	70000	50000	60000	20000	6.1	30	5.5	102	Spark Unlimited	T
Mary-Kate and Ashley: Girls Night Out	GBA	2002	Misc	Acclaim Entertainment	150000	50000	0	0	7.5	5	NA	NA	Powerhead Games	E
Beyblade G-Revolution	GBA	2004	Action	Atari	150000	50000	0	0	4	5	7.8	5	Full Fat	E
World Championship Cards	PSP	2008	Misc	Crave Entertainment	190000	0	0	20000	NA	NA	NA	NA	Crave	E
Capcom Fighting Evolution	PS2	2004	Fighting	Capcom	100000	80000	0	30000	5.7	33	4.8	5	Capcom	T
Assassin's Creed The Ezio Collection	PS4	2016	Action	Ubisoft	40000	130000	0	30000	7.2	32	7.4	49	Ubisoft Montreal	M
God of War Collection	PSV	2014	Action	Sony Computer Entertainment	80000	60000	10000	50000	7.3	28	7.4	133	"Sanzaru Games, Sanzaru Games, Inc."	M
Anarchy Reigns	PS3	2012	Action	Sega	100000	30000	60000	20000	7.1	35	8.2	106	PlatinumGames	M
Mobile Suit Gundam: Crossfire	PS3	2006	Simulation	Namco Bandai Games	60000	0	140000	10000	3.3	31	5.1	47	Bec	T
Suikoden Tactics	PS2	2005	Strategy	Konami Digital Entertainment	60000	50000	70000	20000	6.8	31	8.6	17	Konami	T
NCAA March Madness 06	XB	2005	Sports	Electronic Arts	150000	40000	0	10000	7.6	21	7.2	5	EA Canada	E
Phantasy Star Online	DC	2000	Role-Playing	Sega	0	0	200000	0	8.9	21	9.1	33	Sonic Team	T
Crazy Taxi 3: High Roller	XB	2002	Racing	Sega	140000	40000	20000	10000	6.9	33	8.5	13	Hitmaker	T
Midnight Club 3: DUB Edition Remix	XB	2006	Racing	Take-Two Interactive	150000	40000	0	10000	8.7	16	5.3	18	Rockstar San Diego	E10+
The Bible Game	PS2	2005	Misc	Crave Entertainment	100000	80000	0	30000	NA	NA	5.4	22	Crave	E
Thrillville	PSP	2006	Strategy	Atari	180000	0	0	20000	7.2	13	2.8	39	Frontier Developments	E10+
"Warhammer 40,000: Space Marine"	PC	2011	Shooter	THQ	90000	90000	0	30000	7.4	34	7.4	596	Relic	M
The King of Fighters Collection: The Orochi Saga	PS2	2006	Fighting	Ignition Entertainment	100000	80000	0	30000	6.7	14	8.5	4	Terminal Reality	T
Disney's Planes	WeiiU	2013	Simulation	Disney Interactive Studios	140000	40000	0	20000	5.1	10	5.3	9	Behaviour Interactive	E
Bratz: Rock Angelz	GC	2005	Misc	THQ	160000	40000	0	10000	NA	NA	NA	NA	Blitz Games	E
MLB SlugFest 20-03	XB	2002	Sports	Midway Games	150000	40000	0	10000	7.9	9	7.8	5	Gratuitous Games	E
The Con	PSP	2005	Fighting	Sony Computer Entertainment	180000	0	0	20000	6.3	37	7.3	16	"SCEA, Think and Feel"	T
Pitfall: The Lost Expedition	PS2	2004	Platform	Activision	100000	80000	0	30000	7	34	8.9	12	Edge of Reality	E
Need for Speed Carbon: Own the City	DS	2006	Racing	Electronic Arts	170000	10000	0	20000	7	6	7.5	15	Exient Entertainment	E
Enchanted Arms	PS3	2007	Role-Playing	Ubisoft	170000	10000	0	20000	6.4	23	5.9	40	From Software	T
The Witch and the Hundred Knight	PS3	2013	Role-Playing	Nippon Ichi Software	70000	20000	100000	20000	5.3	44	7.5	80	Nippon Ichi Software	T
Dragon Ball Z: Harukanaru Densetsu	DS	2007	Role-Playing	Namco Bandai Games	190000	0	0	20000	5.7	16	6.2	10	Bec	E
Harvest Moon: More Friends of Mineral Town	GBA	2003	Simulation	Ubisoft	140000	50000	0	0	8.2	8	9.2	40	TOSE	E
Jillian Michaels' Fitness Adventure	X360	2011	Misc	505 Games	170000	20000	0	10000	NA	NA	NA	NA	"MicroProse, n-Space"	E
X2: Wolverine's Revenge	GBA	2003	Platform	Activision	140000	50000	0	0	7.2	8	7.2	5	Vicarious Visions	E
NBA 2K2	XB	2002	Sports	Sega	150000	40000	0	10000	9	17	7.6	5	Visual Concepts	E
Major League Baseball 2K11	PS3	2011	Sports	Take-Two Interactive	150000	30000	0	20000	7.2	13	6.3	9	Visual Concepts	E
Cars	XB	2006	Racing	THQ	150000	40000	0	10000	7	22	NA	NA	Rainbow Studios	E
Spy Hunter	GC	2002	Racing	Midway Games	160000	40000	0	10000	7.1	16	NA	NA	Point of View	T
Dark Messiah of Might and Magic Elements	X360	2008	Role-Playing	Ubisoft	160000	20000	10000	20000	5.2	27	7	48	Ubisoft Annecy	M
Planet 51	Weii	2009	Action	Sega	170000	10000	0	20000	5.3	6	5.8	4	Pyro Studios	E
Dead to Rights II	PS2	2005	Shooter	Electronic Arts	100000	80000	0	30000	5.1	32	5.3	7	WideScreen Games	M
Super Dodge Ball Advance	GBA	2001	Sports	Ubisoft	140000	50000	0	0	7.9	11	NA	NA	Atlus Co.	E
FIFA 16	PC	2015	Sports	Electronic Arts	60000	130000	0	10000	8.1	10	4.4	296	EA Sports	E
Teenage Mutant Ninja Turtles: Danger of the Ooze	X360	2014	Adventure	Activision	110000	70000	0	20000	NA	NA	6.4	7	WayForward	E10+
NBA Live 14	XOne	2013	Sports	Electronic Arts	160000	20000	0	20000	3.6	14	3.1	88	EA Sports	E
Kung Fu Rider	PS3	2010	Action	Sony Computer Entertainment	60000	90000	10000	30000	3.6	45	3.7	21	SCE Japan Studio	E10+
Dragon Ball: Xenoverse 2	XOne	2016	Action	Namco Bandai Games	110000	70000	0	20000	7.3	8	7.3	29	Dimps Corporation	T
Odin Sphere: Leifthrasir	PS4	2016	Role-Playing	Nippon Ichi Software	70000	40000	70000	20000	8.7	49	8.2	178	Vanillaware	T
Ty the Tasmanian Tiger 2: Bush Rescue	GC	2004	Platform	Electronic Arts	150000	40000	0	10000	7	20	8.6	11	Krome Studios	E
Body and Brain Connection	X360	2010	Misc	Namco Bandai Games	100000	80000	0	20000	5.7	33	4.8	4	Namco Bandai Games	E
Dragon Ball: Revenge of King Piccolo	Weii	2009	Action	Namco Bandai Games	120000	30000	30000	20000	6.5	25	7.3	15	Media Vision	E10+
Warriors Orochi	PSP	2008	Action	Tecmo Koei	20000	0	180000	0	6.2	13	6.6	10	"Omega Force, Koei Canada"	T
MVP Baseball 2003	XB	2003	Sports	Electronic Arts	150000	40000	0	10000	8.2	18	9	9	EA Sports	E
Monster Jam	X360	2007	Racing	Activision	180000	0	0	20000	4.3	9	6.4	5	Torus Games	E
Infinite Space	DS	2009	Role-Playing	Sega	60000	50000	70000	10000	7.5	46	9	61	PlatinumGames	T
NCAA Final Four 2004	PS2	2003	Sports	Sony Computer Entertainment	100000	80000	0	30000	4.5	16	NA	NA	989 Sports	E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"	XB	2005	Action	Disney Interactive Studios	150000	40000	0	10000	7.2	31	6	6	Traveller's Tales	T
NBA 07	PSP	2006	Sports	Sony Computer Entertainment	180000	0	0	20000	6.8	24	7	5	SCEA	E
Two Worlds II	PC	2011	Role-Playing	Unknown	90000	90000	0	20000	7.6	31	6.5	315	Reality Pump	M
IHRA Drag Racing 2004	XB	2003	Racing	Bethesda Softworks	150000	40000	0	10000	4	5	7.4	7	Bethesda Softworks	E
The Legend of Heroes: Trails of Cold Steel	PS3	2013	Role-Playing	Nippon Ichi Software	50000	20000	120000	10000	8.6	12	7.7	128	Falcom	T
Clive Barker's Jericho	PS3	2007	Shooter	Codemasters	170000	10000	0	20000	6	34	7.1	52	"Mercury Steam, Alchemic Productions"	M
Tekken 3D: Prime Edition	3DS	2012	Fighting	Ninti	60000	70000	50000	10000	6.4	42	5.9	39	Arika	T
Marvel: Ultimate Alliance 2	DS	2009	Role-Playing	Activision	160000	30000	0	20000	6.5	7	6.7	9	n-Space	E10+
Namco Museum: 50th Anniversary	GBA	2005	Misc	Namco Bandai Games	140000	50000	0	0	6	7	NA	NA	Backbone Vancouver	E
The BIGS 2	PS2	2009	Sports	Take-Two Interactive	100000	80000	0	30000	NA	NA	NA	NA	Blue Castle Games	E10+
Front Mission Evolved	X360	2010	Shooter	Square Enix	100000	70000	20000	20000	5.8	52	6.1	24	Double Helix Games	T
Mat Hoffman's Pro BMX 2	XB	2002	Sports	Activision	150000	40000	0	10000	7.5	16	NA	NA	Rainbow Studios	T
From Russia With Love	XB	2005	Action	Electronic Arts	150000	40000	0	10000	7.1	34	8.8	12	Electronic Arts	T
Press Your Luck 2010 Edition	DS	2009	Misc	Ubisoft	180000	0	0	10000	NA	NA	NA	NA	Ludia Inc.	E
Apache: Air Assault	PS3	2010	Simulation	Activision	110000	60000	0	30000	6.6	17	6.1	12	Gaijin Entertainment	T
Cabela's North American Adventures	Weii	2010	Sports	Activision	190000	0	0	10000	NA	NA	NA	NA	FUN Labs	T
Wizards of Waverly Place: Spellbound	DS	2010	Misc	Disney Interactive Studios	160000	30000	0	10000	NA	NA	NA	NA	Disney Interactive Studios	E
Dying Light	PC	2015	Action	Warner Bros. Interactive Entertainment	120000	60000	0	20000	7.5	40	7.9	1295	Techland	M
The Cheetah Girls: Passport to Stardom	DS	2008	Misc	Disney Interactive Studios	180000	0	0	10000	NA	NA	NA	NA	Handheld Games	E
Grandia II	DC	2000	Role-Playing	Ubisoft	0	0	200000	0	9	17	8.8	57	Game Arts	T
Ridge Racer 6	X360	2005	Racing	Namco Bandai Games	100000	20000	70000	10000	7.4	65	7.1	28	Namco	E
Shark Tale	XB	2004	Action	Activision	150000	40000	0	10000	6.7	28	NA	NA	Edge of Reality	E
NFL Street 2	GC	2004	Sports	Electronic Arts	150000	40000	0	10000	7.7	24	NA	NA	EA Tiburon	E
My Secret World by Imagine	DS	2008	Misc	Ubisoft	0	200000	0	0	NA	NA	8.8	5	Ubisoft	E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare	PS2	2005	Action	Konami Digital Entertainment	100000	80000	0	30000	5.3	20	7	10	KCE Studios	E10+
Zone of the Enders HD Collection	X360	2012	Simulation	Konami Digital Entertainment	140000	30000	10000	20000	7.5	21	8.8	20	High Voltage Software	M
Gladius	PS2	2003	Strategy	Activision	100000	80000	0	30000	7.8	27	8	22	LucasArts	T
Earth Defense Force: Insect Armageddon	PS3	2011	Shooter	D3Publisher	60000	40000	80000	20000	6.3	28	7	24	Vicious Cycle	T
Dave Mirra Freestyle BMX 2	XB	2001	Sports	Acclaim Entertainment	150000	40000	0	10000	7.6	18	8.2	6	"Z-Axis, Ltd."	T
SpongeBob SquarePants: Revenge of the Flying Dutchman	GC	2002	Platform	THQ	150000	40000	0	10000	6.6	4	8.3	10	Big Sky Software	E
Taiko Drum Master	PS2	2004	Misc	Namco Bandai Games	100000	80000	0	30000	7.7	35	8.1	8	Namco	E
Tetris Worlds (Online Edition)	XB	2003	Puzzle	THQ	150000	40000	0	10000	6.2	13	NA	NA	Radical Entertainment	E
Dungeon Hunter Alliance	PSV	2012	Action	Ubisoft	70000	90000	0	30000	4.9	34	6.4	61	Ubisoft	T
Forgotten Realms: Demon Stone	PS2	2004	Action	Atari	100000	80000	0	30000	7.1	40	6.8	18	Stormfront Studios	T
Soldier of Fortune: Payback	X360	2007	Shooter	Activision	180000	0	0	20000	5	35	5.6	20	Cauldron Ltd.	M
Afro Samurai	PS3	2009	Action	Atari	120000	50000	0	30000	6.5	52	6.1	27	"Namco Bandai Games America, Namco Bandai Games"	M
Neighborhood Games	Weii	2009	Misc	THQ	170000	20000	0	10000	4.9	6	NA	NA	Jet Black Games	E
Backyard Hockey	GBA	2003	Sports	Atari	140000	50000	0	0	NA	NA	NA	NA	Mistic Software	E
Silent Hill: Book of Memories	PSV	2012	Action	Konami Digital Entertainment	100000	50000	0	40000	5.8	57	5.1	102	WayForward	M
Playboy: The Mansion	PS2	2005	Simulation	Ubisoft	100000	80000	0	30000	5.9	33	7.5	18	Cyberlore Studios	M
Baja: Edge of Control	X360	2008	Racing	THQ	120000	60000	0	20000	6.5	35	7.1	18	2XL Games	E
Tiger Woods PGA Tour 06	PSP	2005	Sports	Electronic Arts	180000	0	0	10000	8	15	7.9	8	Team Fusion	E
Ratatouille	GBA	2007	Action	THQ	140000	50000	0	0	6.5	4	NA	NA	Helixe	E
Bleach: The 3rd Phantom	DS	2008	Role-Playing	Sega	100000	20000	70000	10000	5.9	28	8	10	"Sega, Tom Create"	T
The Thing	XB	2002	Adventure	Vivendi Games	150000	40000	0	10000	7.8	21	6.6	14	Computer Artworks	M
Untold Legends: Dark Kingdom	PS3	2006	Role-Playing	Electronic Arts	140000	20000	20000	20000	5.8	40	7.2	36	Sony Online Entertainment	T
Prince of Persia: Warrior Within	GC	2004	Action	Ubisoft	150000	40000	0	10000	8.3	31	8.6	20	Ubisoft	M
Warriors Orochi	X360	2007	Action	Tecmo Koei	170000	10000	0	20000	5.3	27	7.4	13	Omega Force	T
Predator: Concrete Jungle	PS2	2005	Action	Vivendi Games	100000	70000	0	30000	4.7	14	8.8	76	Eurocom Entertainment Software	M
Cabela's Survival: Shadows of Katmai	Weii	2011	Sports	Activision	140000	40000	0	10000	NA	NA	8	5	Activision	T
X-Men Origins: Wolverine	DS	2009	Action	Activision	150000	30000	0	20000	5.5	8	8.1	8	Griptonite Games	E10+
Armored Core 4	PS3	2006	Simulation	505 Games	90000	0	90000	10000	6.5	36	6.8	25	From Software	T
Solatorobo: Red the Hunter	DS	2010	Role-Playing	Ninti	80000	40000	70000	10000	7.6	40	7.9	23	CyberConnect2	E10+
NHL FaceOff 2001	PS2	2001	Sports	Sony Computer Entertainment	100000	70000	0	20000	5.7	11	4	4	989 Sports	E
